Marital_status,Application_order,Course,Previous_qualification,Mother's_qualification,Father's_qualification,Admission_grade,Educational_special_needs,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Target
married,1,Agronomy,1,37,37,150,no,male,no,31,13.9,-0.3,0.79,Graduate
single,1,Journalism and Communication,1,1,19,136.1,no,male,yes,19,16.2,0.3,-0.92,Graduate
single,1,Journalism and Communication,19,37,37,128,no,male,no,28,7.6,2.6,0.32,Graduate
single,1,Animation and Multimedia Design,1,19,37,158.1,no,male,yes,20,10.8,1.4,1.74,Graduate
married,2,Social Service (evening attendance),1,37,1,108.7,no,female,no,43,9.4,-0.8,-3.12,Graduate
single,1,Animation and Multimedia Design,19,1,19,110,no,male,yes,25,15.5,2.8,-4.06,Dropout
single,1,Social Service,19,37,37,120,yes,female,no,40,16.2,0.3,-0.92,Dropout
single,1,Veterinary Nursing,39,5,4,150,no,female,no,20,12.4,0.5,1.79,Graduate
married,1,Social Service (evening attendance),12,37,37,113,no,female,no,46,11.1,0.6,2.02,Graduate
single,1,Biofuel Production Technologies,1,19,37,118.6,no,female,no,26,8.9,1.4,3.51,Graduate
married,1,Nursing,1,3,1,148.8,no,female,yes,34,12.4,0.5,1.79,Graduate
single,3,Basic Education,1,38,37,120.3,no,female,no,19,10.8,1.4,1.74,Dropout
single,6,Nursing,1,19,19,127,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Oral Hygiene,1,19,19,113.8,no,female,no,18,12.7,3.7,-1.7,Graduate
single,1,Social Service (evening attendance),1,38,37,108,no,male,yes,37,13.9,-0.3,0.79,Graduate
single,1,Animation and Multimedia Design,1,19,38,129.1,no,male,yes,23,9.4,-0.8,-3.12,Graduate
single,1,Communication Design,1,19,38,135.9,no,male,no,26,15.5,2.8,-4.06,Graduate
single,2,Journalism and Communication,1,19,38,154.4,no,female,no,18,10.8,1.4,1.74,Dropout
single,1,Nursing,1,3,2,190,no,female,no,18,12.4,0.5,1.79,Enrolled
single,4,Nursing,1,3,3,132.5,no,female,no,19,11.1,0.6,2.02,Graduate
single,2,Veterinary Nursing,1,19,1,163.3,no,female,no,18,12.4,0.5,1.79,Graduate
single,1,Advertising and Marketing Management,1,1,3,122.5,no,female,no,19,8.9,1.4,3.51,Dropout
single,4,Informatics Engineering,1,1,1,121,no,male,no,20,8.9,1.4,3.51,Enrolled
single,1,Communication Design,1,1,1,131.8,no,female,yes,22,9.4,-0.8,-3.12,Graduate
single,3,Nursing,1,19,1,135,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Tourism,1,19,39,141.7,no,female,yes,18,13.9,-0.3,0.79,Graduate
single,3,Journalism and Communication,1,38,38,131.3,no,female,yes,18,8.9,1.4,3.51,Graduate
single,6,Tourism,1,38,37,123.9,no,female,yes,18,12.4,0.5,1.79,Graduate
single,2,Tourism,1,4,3,126.1,no,female,no,18,8.9,1.4,3.51,Graduate
single,6,Nursing,1,1,19,126.5,no,female,yes,19,11.1,0.6,2.02,Graduate
single,1,Basic Education,1,19,1,107.3,no,female,no,20,15.5,2.8,-4.06,Dropout
single,4,Social Service,1,1,19,95,no,female,yes,19,15.5,2.8,-4.06,Dropout
single,2,Veterinary Nursing,1,3,1,116.1,no,female,no,18,15.5,2.8,-4.06,Graduate
single,4,Communication Design,1,1,1,134.6,no,female,yes,18,12.4,0.5,1.79,Dropout
single,6,Nursing,1,19,19,128,no,female,yes,18,11.1,0.6,2.02,Graduate
single,2,Journalism and Communication,1,3,38,144.2,no,female,no,18,12.4,0.5,1.79,Graduate
single,1,Management,1,19,38,129.5,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Journalism and Communication,1,1,1,116.8,no,female,no,18,16.2,0.3,-0.92,Graduate
single,1,Agronomy,39,37,38,160,no,female,yes,20,16.2,0.3,-0.92,Graduate
single,2,Social Service,1,38,37,127.1,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,1,Equinculture,1,2,19,126.3,no,female,yes,18,8.9,1.4,3.51,Enrolled
single,1,Social Service,1,38,38,112.9,no,female,yes,19,12.4,0.5,1.79,Graduate
single,2,Basic Education,1,3,1,130.2,no,female,no,19,12.7,3.7,-1.7,Enrolled
single,1,Equinculture,1,3,4,100,no,female,no,19,9.4,-0.8,-3.12,Enrolled
single,1,Advertising and Marketing Management,1,19,19,121.6,no,female,no,19,12.4,0.5,1.79,Graduate
single,1,Advertising and Marketing Management,1,42,1,130,yes,female,no,20,8.9,1.4,3.51,Graduate
single,1,Equinculture,1,38,19,121.7,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Management,3,1,39,120,no,female,no,33,12.4,0.5,1.79,Dropout
single,1,Basic Education,1,19,19,143.5,no,female,yes,19,13.9,-0.3,0.79,Dropout
single,2,Oral Hygiene,1,1,1,128.3,no,female,yes,18,15.5,2.8,-4.06,Graduate
single,1,Communication Design,1,19,1,111.9,no,female,no,19,8.9,1.4,3.51,Dropout
single,1,Agronomy,39,38,38,140,no,female,no,19,15.5,2.8,-4.06,Enrolled
single,3,Journalism and Communication,1,3,1,137.6,no,female,no,18,12.4,0.5,1.79,Graduate
single,1,Social Service,1,19,19,135,no,female,no,20,10.8,1.4,1.74,Graduate
single,5,Nursing,1,19,37,133.8,no,female,no,19,9.4,-0.8,-3.12,Graduate
single,2,Journalism and Communication,1,19,19,126.9,no,male,yes,18,9.4,-0.8,-3.12,Graduate
single,2,Tourism,1,1,2,106.7,no,male,yes,19,13.9,-0.3,0.79,Dropout
single,1,Social Service (evening attendance),1,37,37,145.7,no,female,no,25,13.9,-0.3,0.79,Graduate
single,3,Communication Design,1,3,3,153.1,no,female,yes,20,12.7,3.7,-1.7,Enrolled
single,1,Social Service (evening attendance),1,38,37,118.7,no,female,no,19,12.7,3.7,-1.7,Graduate
single,1,Management (evening attendance),1,34,34,161.8,no,male,no,33,7.6,2.6,0.32,Dropout
single,4,Informatics Engineering,1,19,38,124.9,no,male,no,18,8.9,1.4,3.51,Enrolled
single,1,Informatics Engineering,1,19,37,150.8,no,male,no,18,7.6,2.6,0.32,Enrolled
single,1,Management,1,1,1,130,no,female,no,19,11.1,0.6,2.02,Graduate
single,2,Animation and Multimedia Design,1,3,3,163.6,no,female,no,18,12.4,0.5,1.79,Enrolled
single,1,Management,1,38,19,115,no,female,no,19,13.9,-0.3,0.79,Enrolled
single,1,Journalism and Communication,1,19,1,136.8,no,female,no,18,11.1,0.6,2.02,Dropout
single,5,Basic Education,1,3,19,130.9,no,female,no,18,7.6,2.6,0.32,Graduate
single,3,Nursing,1,19,37,127,no,female,no,18,9.4,-0.8,-3.12,Graduate
married,1,Nursing,19,38,38,120,no,female,no,37,16.2,0.3,-0.92,Dropout
single,1,Social Service,1,38,1,126,no,female,no,20,9.4,-0.8,-3.12,Enrolled
single,1,Tourism,1,37,37,153.8,no,female,yes,20,10.8,1.4,1.74,Graduate
single,1,Social Service,1,19,19,140,no,male,no,21,11.1,0.6,2.02,Graduate
single,1,Nursing,1,38,1,136.6,no,female,yes,18,12.4,0.5,1.79,Graduate
single,1,Social Service (evening attendance),1,19,1,105,no,female,no,26,15.5,2.8,-4.06,Enrolled
single,1,Management,12,37,37,139.4,no,female,no,41,7.6,2.6,0.32,Enrolled
single,2,Journalism and Communication,1,19,1,140,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,4,Nursing,1,19,37,130.8,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Nursing,1,38,38,138.8,no,female,no,31,11.1,0.6,2.02,Graduate
single,1,Social Service,1,1,1,110,no,female,no,23,12.7,3.7,-1.7,Graduate
single,4,Nursing,1,37,19,127.8,no,female,no,19,7.6,2.6,0.32,Graduate
single,3,Journalism and Communication,1,37,38,134.2,no,female,yes,20,11.1,0.6,2.02,Graduate
married,1,Social Service (evening attendance),1,37,37,143,no,female,no,40,12.7,3.7,-1.7,Graduate
single,1,Veterinary Nursing,39,37,37,120,no,female,no,32,16.2,0.3,-0.92,Dropout
single,4,Tourism,1,37,37,113.2,no,female,no,24,10.8,1.4,1.74,Dropout
single,4,Nursing,1,19,37,135.8,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Social Service,1,37,37,143.5,no,female,no,18,10.8,1.4,1.74,Graduate
single,1,Social Service,1,19,37,148.9,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Agronomy,1,38,38,115.6,no,female,no,27,15.5,2.8,-4.06,Dropout
single,1,Management,1,38,37,159.3,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Management (evening attendance),1,19,37,138.5,no,female,no,26,12.7,3.7,-1.7,Enrolled
single,1,Basic Education,1,19,12,133.2,no,female,no,19,7.6,2.6,0.32,Graduate
single,2,Social Service (evening attendance),1,37,34,117.6,no,female,no,19,7.6,2.6,0.32,Graduate
single,2,Management,1,1,37,108.7,no,female,no,21,9.4,-0.8,-3.12,Enrolled
single,4,Management,1,1,19,106,no,female,no,24,12.7,3.7,-1.7,Enrolled
single,1,Basic Education,1,37,37,122.6,no,female,no,20,12.7,3.7,-1.7,Dropout
single,4,Basic Education,1,19,1,127.4,no,female,no,18,10.8,1.4,1.74,Enrolled
single,1,Agronomy,1,19,19,100,no,female,no,30,11.1,0.6,2.02,Dropout
single,1,Basic Education,1,19,37,95,no,female,no,22,11.1,0.6,2.02,Enrolled
single,1,Management,3,37,19,130,no,female,no,21,10.8,1.4,1.74,Graduate
single,1,Oral Hygiene,1,19,19,122.8,no,female,no,26,13.9,-0.3,0.79,Dropout
single,1,Management,1,19,19,115,no,female,no,23,9.4,-0.8,-3.12,Enrolled
single,1,Communication Design,1,19,37,145.9,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,1,Communication Design,1,1,37,143,no,female,no,21,12.7,3.7,-1.7,Dropout
single,1,Animation and Multimedia Design,1,19,38,100,no,female,yes,18,13.9,-0.3,0.79,Dropout
single,3,Veterinary Nursing,1,19,37,121.3,no,female,no,21,9.4,-0.8,-3.12,Enrolled
single,3,Basic Education,1,38,38,121.2,no,female,no,18,7.6,2.6,0.32,Enrolled
single,3,Basic Education,1,37,37,125.1,yes,female,yes,19,12.7,3.7,-1.7,Dropout
single,1,Tourism,1,1,1,112.9,no,female,no,22,7.6,2.6,0.32,Enrolled
single,3,Social Service,1,38,19,120.8,no,female,no,19,12.4,0.5,1.79,Graduate
single,5,Veterinary Nursing,1,38,37,114,no,female,no,19,9.4,-0.8,-3.12,Dropout
single,1,Social Service,1,37,37,132.1,no,female,no,19,9.4,-0.8,-3.12,Dropout
married,1,Veterinary Nursing,39,37,37,160,no,female,no,27,9.4,-0.8,-3.12,Graduate
single,1,Veterinary Nursing,1,37,37,134,no,female,no,22,12.7,3.7,-1.7,Graduate
single,1,Journalism and Communication,1,37,1,124.2,no,female,no,18,15.5,2.8,-4.06,Dropout
single,4,Tourism,1,38,38,115.6,no,female,no,20,9.4,-0.8,-3.12,Graduate
married,1,Management (evening attendance),1,37,37,128.2,no,female,no,34,9.4,-0.8,-3.12,Dropout
single,2,Nursing,1,1,38,132.8,no,female,no,18,13.9,-0.3,0.79,Graduate
single,2,Journalism and Communication,1,1,1,123.1,no,male,no,20,9.4,-0.8,-3.12,Graduate
single,1,Equinculture,1,1,19,125.6,no,female,no,20,12.7,3.7,-1.7,Graduate
single,1,Management (evening attendance),1,1,38,115,no,male,no,25,16.2,0.3,-0.92,Dropout
single,4,Informatics Engineering,1,3,19,123.6,no,male,no,18,8.9,1.4,3.51,Dropout
single,1,Equinculture,1,1,1,141.7,no,male,no,18,8.9,1.4,3.51,Dropout
single,1,Basic Education,1,19,38,139,no,female,yes,18,9.4,-0.8,-3.12,Dropout
single,1,Tourism,1,1,19,118,no,female,yes,19,12.4,0.5,1.79,Graduate
single,2,Basic Education,1,38,19,142,no,female,yes,19,10.8,1.4,1.74,Dropout
single,1,Social Service,1,1,1,143.4,no,female,yes,21,13.9,-0.3,0.79,Graduate
single,1,Communication Design,1,3,2,115.9,no,female,no,29,9.4,-0.8,-3.12,Enrolled
single,1,Communication Design,1,1,37,105.1,no,female,yes,20,12.4,0.5,1.79,Graduate
single,1,Social Service (evening attendance),42,19,37,138,no,female,yes,21,8.9,1.4,3.51,Graduate
single,1,Management (evening attendance),1,37,37,114.7,no,female,no,34,10.8,1.4,1.74,Dropout
single,4,Journalism and Communication,1,1,37,130.5,no,female,no,20,12.7,3.7,-1.7,Graduate
single,1,Management (evening attendance),1,37,37,134.3,no,male,no,24,10.8,1.4,1.74,Dropout
single,1,Nursing,1,1,1,137.5,no,male,no,18,16.2,0.3,-0.92,Graduate
single,1,Nursing,1,1,19,125.3,no,male,no,19,7.6,2.6,0.32,Enrolled
single,1,Management,1,1,19,111.3,no,male,yes,18,15.5,2.8,-4.06,Enrolled
single,9,Management (evening attendance),1,38,38,144.8,no,male,no,28,10.8,1.4,1.74,Enrolled
single,1,Management (evening attendance),1,1,1,152.1,no,male,no,28,11.1,0.6,2.02,Dropout
single,1,Tourism,1,38,38,126.1,no,male,no,20,7.6,2.6,0.32,Dropout
single,1,Nursing,1,1,1,136,no,male,no,22,9.4,-0.8,-3.12,Graduate
single,4,Nursing,1,19,1,124.3,no,male,no,19,10.8,1.4,1.74,Graduate
single,1,Advertising and Marketing Management,1,1,19,129.9,no,male,no,20,12.4,0.5,1.79,Enrolled
single,2,Oral Hygiene,1,3,1,136.1,no,male,no,26,12.4,0.5,1.79,Dropout
single,2,Tourism,1,37,37,115.1,no,male,no,21,9.4,-0.8,-3.12,Dropout
single,2,Animation and Multimedia Design,1,3,3,143.6,no,male,no,18,12.4,0.5,1.79,Graduate
single,1,Management,1,37,38,115.8,no,male,no,18,11.1,0.6,2.02,Graduate
single,2,Animation and Multimedia Design,1,19,19,149,no,male,no,22,11.1,0.6,2.02,Graduate
married,1,Informatics Engineering,19,37,37,100,no,male,no,36,16.2,0.3,-0.92,Dropout
single,1,Journalism and Communication,1,38,38,133.4,no,male,yes,20,13.9,-0.3,0.79,Graduate
single,5,Advertising and Marketing Management,1,3,4,122.8,no,male,no,20,10.8,1.4,1.74,Dropout
single,1,Management (evening attendance),1,37,1,151.2,no,male,no,25,12.4,0.5,1.79,Dropout
single,1,Agronomy,1,37,19,137,no,male,no,35,15.5,2.8,-4.06,Graduate
single,1,Animation and Multimedia Design,1,1,37,118,no,male,no,22,11.1,0.6,2.02,Dropout
single,1,Communication Design,1,3,39,126.4,no,male,no,26,12.4,0.5,1.79,Enrolled
single,1,Agronomy,39,38,38,130,no,male,no,20,16.2,0.3,-0.92,Dropout
single,1,Social Service (evening attendance),12,37,1,112.5,no,male,no,50,16.2,0.3,-0.92,Dropout
single,1,Nursing,1,19,38,118.3,no,male,no,20,10.8,1.4,1.74,Dropout
single,1,Nursing,1,3,1,121.4,no,male,no,20,12.4,0.5,1.79,Enrolled
single,1,Agronomy,3,3,19,140,no,male,no,35,15.5,2.8,-4.06,Dropout
single,1,Advertising and Marketing Management,1,3,19,109,no,male,yes,19,15.5,2.8,-4.06,Graduate
married,2,Management,1,37,37,110,no,male,no,43,9.4,-0.8,-3.12,Dropout
single,5,Nursing,1,3,38,119.8,no,male,no,19,10.8,1.4,1.74,Graduate
single,1,Nursing,1,37,37,130,no,male,no,25,12.7,3.7,-1.7,Graduate
single,1,Animation and Multimedia Design,1,1,3,167.3,no,male,no,19,13.9,-0.3,0.79,Graduate
single,2,Basic Education,1,1,19,111.9,no,male,yes,20,7.6,2.6,0.32,Enrolled
single,1,Animation and Multimedia Design,1,38,37,136,no,male,no,22,12.7,3.7,-1.7,Dropout
single,1,Tourism,1,37,37,124,no,male,yes,19,11.1,0.6,2.02,Dropout
married,1,Management (evening attendance),1,19,37,132.9,no,male,no,32,13.9,-0.3,0.79,Dropout
married,1,Journalism and Communication,38,37,37,154,no,male,no,57,9.4,-0.8,-3.12,Graduate
single,1,Nursing,1,1,19,115,no,male,no,20,16.2,0.3,-0.92,Dropout
single,1,Management (evening attendance),1,1,1,96,no,male,no,38,8.9,1.4,3.51,Dropout
married,1,Management (evening attendance),1,37,3,168.2,no,male,no,45,12.4,0.5,1.79,Graduate
married,1,Journalism and Communication,1,37,37,140,no,male,no,43,10.8,1.4,1.74,Dropout
single,4,Communication Design,1,38,1,137.4,no,male,no,19,10.8,1.4,1.74,Graduate
married,1,Management (evening attendance),19,19,19,150,no,male,no,49,15.5,2.8,-4.06,Dropout
married,1,Nursing,19,37,38,100.5,no,male,no,43,10.8,1.4,1.74,Enrolled
single,1,Social Service (evening attendance),1,37,38,148.5,no,male,no,34,11.1,0.6,2.02,Dropout
single,5,Informatics Engineering,1,19,19,123.3,no,male,no,18,12.4,0.5,1.79,Enrolled
married,1,Management (evening attendance),1,38,38,138.7,no,male,no,43,10.8,1.4,1.74,Graduate
single,2,Tourism,1,19,1,117.2,no,male,no,21,15.5,2.8,-4.06,Dropout
married,1,Management (evening attendance),1,34,34,114.3,no,male,no,40,7.6,2.6,0.32,Enrolled
single,1,Advertising and Marketing Management,1,19,37,125.3,no,male,yes,19,10.8,1.4,1.74,Graduate
single,1,Tourism,1,37,37,97,no,male,no,27,10.8,1.4,1.74,Enrolled
married,1,Oral Hygiene,1,37,37,140,no,male,no,43,16.2,0.3,-0.92,Dropout
single,1,Management (evening attendance),1,37,37,124,no,male,no,31,9.4,-0.8,-3.12,Graduate
single,1,Agronomy,39,38,1,140,no,male,no,26,8.9,1.4,3.51,Enrolled
single,1,Management (evening attendance),1,37,38,127,no,male,no,34,8.9,1.4,3.51,Graduate
divorced,1,Nursing,19,34,34,110,no,male,no,30,7.6,2.6,0.32,Graduate
married,1,Nursing,19,38,38,170,no,male,no,36,16.2,0.3,-0.92,Dropout
single,1,Management (evening attendance),3,37,37,120,no,male,no,46,11.1,0.6,2.02,Dropout
single,1,Veterinary Nursing,1,1,19,130,no,male,no,22,7.6,2.6,0.32,Graduate
single,1,Agronomy,3,1,19,130,no,male,no,27,16.2,0.3,-0.92,Dropout
single,2,Informatics Engineering,1,1,38,122.5,no,male,no,20,8.9,1.4,3.51,Enrolled
single,1,Management,1,19,38,115.7,no,male,no,20,8.9,1.4,3.51,Enrolled
single,1,Informatics Engineering,1,19,19,120,no,male,no,31,12.7,3.7,-1.7,Dropout
single,1,Informatics Engineering,1,37,19,166,no,male,no,20,9.4,-0.8,-3.12,Enrolled
single,1,Journalism and Communication,1,1,38,132.8,no,male,no,21,10.8,1.4,1.74,Dropout
single,1,Management,1,19,19,100,no,male,no,21,16.2,0.3,-0.92,Dropout
single,1,Management,1,1,4,121.8,no,male,no,19,16.2,0.3,-0.92,Graduate
single,4,Management,1,19,19,109.5,no,male,yes,20,8.9,1.4,3.51,Graduate
single,1,Agronomy,1,38,1,138.3,no,male,no,18,12.4,0.5,1.79,Graduate
single,2,Journalism and Communication,1,1,1,131.6,no,male,yes,18,16.2,0.3,-0.92,Graduate
single,1,Nursing,1,1,2,125.3,no,male,no,30,12.4,0.5,1.79,Enrolled
single,1,Tourism,19,19,19,101.5,no,male,no,34,15.5,2.8,-4.06,Dropout
single,1,Advertising and Marketing Management,1,19,19,109.1,no,male,no,21,11.1,0.6,2.02,Enrolled
single,1,Communication Design,39,37,1,123.9,no,male,no,20,16.2,0.3,-0.92,Dropout
single,1,Nursing,1,37,37,143,no,male,no,18,12.7,3.7,-1.7,Graduate
single,1,Animation and Multimedia Design,1,1,1,126.3,no,male,no,21,16.2,0.3,-0.92,Dropout
married,1,Agronomy,1,3,1,113.3,no,male,no,26,12.4,0.5,1.79,Dropout
single,1,Informatics Engineering,1,38,19,119.9,no,male,no,20,9.4,-0.8,-3.12,Dropout
single,1,Agronomy,39,1,38,140,no,male,no,25,15.5,2.8,-4.06,Dropout
single,1,Advertising and Marketing Management,1,1,1,108,no,male,no,19,7.6,2.6,0.32,Enrolled
single,2,Management,1,19,5,100,no,male,no,24,9.4,-0.8,-3.12,Dropout
single,1,Equinculture,1,3,3,132.4,no,male,no,20,7.6,2.6,0.32,Graduate
single,1,Management,1,1,3,137.1,no,male,no,20,12.7,3.7,-1.7,Dropout
single,3,Communication Design,1,3,1,138.1,no,female,no,18,10.8,1.4,1.74,Graduate
divorced,1,Oral Hygiene,1,19,3,130,no,female,no,25,12.7,3.7,-1.7,Enrolled
single,1,Tourism,1,38,37,109.7,no,female,no,22,11.1,0.6,2.02,Graduate
single,1,Social Service (evening attendance),1,37,37,128.2,no,female,no,41,9.4,-0.8,-3.12,Dropout
single,2,Management,1,37,38,117.8,no,female,yes,19,12.7,3.7,-1.7,Dropout
single,1,Equinculture,1,3,3,150,no,female,no,21,13.9,-0.3,0.79,Graduate
single,1,Veterinary Nursing,1,1,1,160,no,female,no,30,13.9,-0.3,0.79,Dropout
single,5,Nursing,1,38,38,104.5,no,female,yes,21,11.1,0.6,2.02,Graduate
married,2,Oral Hygiene,1,19,38,112.8,no,female,yes,26,10.8,1.4,1.74,Enrolled
single,1,Advertising and Marketing Management,1,1,1,100,no,female,no,21,11.1,0.6,2.02,Graduate
single,1,Nursing,1,1,1,132.5,no,female,no,18,10.8,1.4,1.74,Graduate
single,4,Veterinary Nursing,1,3,1,123.3,no,female,yes,19,12.4,0.5,1.79,Graduate
single,2,Veterinary Nursing,1,1,38,128.9,no,female,yes,18,8.9,1.4,3.51,Graduate
single,2,Management,1,2,3,128.3,no,female,no,19,12.7,3.7,-1.7,Enrolled
single,1,Veterinary Nursing,1,3,3,100,no,female,no,21,13.9,-0.3,0.79,Enrolled
single,2,Management,1,19,1,120.1,no,female,yes,18,13.9,-0.3,0.79,Dropout
single,1,Nursing,1,37,37,160,no,female,yes,24,10.8,1.4,1.74,Graduate
single,1,Equinculture,1,4,5,123,no,female,no,21,12.7,3.7,-1.7,Enrolled
single,1,Veterinary Nursing,39,19,19,150,no,female,no,23,16.2,0.3,-0.92,Graduate
single,2,Nursing,1,38,19,124,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Veterinary Nursing,1,4,1,120,no,female,no,26,11.1,0.6,2.02,Enrolled
single,1,Equinculture,1,38,38,120.4,no,female,no,20,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,4,1,131.6,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Social Service,1,2,12,104.2,no,female,no,20,11.1,0.6,2.02,Graduate
single,1,Nursing,1,19,19,122,no,female,no,20,12.7,3.7,-1.7,Enrolled
single,2,Social Service,1,1,19,110.7,yes,female,no,18,12.7,3.7,-1.7,Enrolled
single,4,Journalism and Communication,1,1,12,121.7,no,female,yes,22,12.4,0.5,1.79,Graduate
single,1,Nursing,1,37,37,126,no,female,no,20,7.6,2.6,0.32,Graduate
single,4,Nursing,1,1,37,128.4,no,female,yes,19,13.9,-0.3,0.79,Graduate
single,1,Equinculture,1,3,1,134.9,no,female,no,18,15.5,2.8,-4.06,Dropout
single,2,Management,1,38,37,143.9,no,female,no,18,13.9,-0.3,0.79,Graduate
single,4,Veterinary Nursing,1,37,1,145,no,female,yes,19,10.8,1.4,1.74,Graduate
single,2,Communication Design,1,19,38,132,no,female,yes,19,10.8,1.4,1.74,Graduate
single,1,Social Service (evening attendance),1,34,34,136.1,no,female,no,24,7.6,2.6,0.32,Graduate
single,1,Social Service,1,37,37,138.9,no,female,no,21,10.8,1.4,1.74,Graduate
single,1,Social Service,1,1,1,102,no,female,yes,20,11.1,0.6,2.02,Graduate
single,1,Tourism,1,19,19,123,no,female,yes,28,13.9,-0.3,0.79,Dropout
single,2,Basic Education,1,37,19,137.5,no,female,no,21,7.6,2.6,0.32,Graduate
single,1,Nursing,1,37,38,102.2,no,male,no,20,11.1,0.6,2.02,Enrolled
single,1,Agronomy,1,3,2,105.3,no,male,no,36,16.2,0.3,-0.92,Dropout
married,1,Management (evening attendance),1,37,37,130,no,male,no,42,12.7,3.7,-1.7,Dropout
married,1,Management (evening attendance),1,37,37,122.5,no,male,no,47,7.6,2.6,0.32,Dropout
single,1,Informatics Engineering,1,1,38,112,no,male,no,25,9.4,-0.8,-3.12,Dropout
single,1,Advertising and Marketing Management,12,1,37,110,no,male,yes,25,15.5,2.8,-4.06,Graduate
married,1,Social Service (evening attendance),19,19,37,149.5,no,male,no,48,12.4,0.5,1.79,Dropout
single,1,Management (evening attendance),1,38,38,141,no,male,yes,32,10.8,1.4,1.74,Graduate
single,1,Management (evening attendance),40,38,38,130,no,male,no,38,8.9,1.4,3.51,Dropout
single,1,Social Service,40,37,37,130,no,male,no,37,15.5,2.8,-4.06,Graduate
single,2,Management,1,37,37,104,no,male,no,26,10.8,1.4,1.74,Dropout
single,1,Veterinary Nursing,39,3,5,110,no,male,no,23,13.9,-0.3,0.79,Dropout
single,1,Agronomy,39,38,19,120,no,male,no,23,15.5,2.8,-4.06,Enrolled
single,1,Agronomy,39,2,3,130,no,male,no,20,12.4,0.5,1.79,Enrolled
single,1,Nursing,4,3,38,127,no,male,no,26,11.1,0.6,2.02,Dropout
single,1,Social Service (evening attendance),1,37,37,100,no,female,no,45,12.7,3.7,-1.7,Enrolled
single,1,Social Service (evening attendance),19,37,37,111,no,female,yes,26,7.6,2.6,0.32,Enrolled
single,1,Social Service (evening attendance),3,9,9,130,no,female,no,26,7.6,2.6,0.32,Graduate
single,1,Management (evening attendance),1,37,37,130.1,no,female,no,25,10.8,1.4,1.74,Enrolled
single,4,Nursing,1,1,1,127.5,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Nursing,3,37,37,130,no,female,no,27,12.7,3.7,-1.7,Graduate
legally separated,3,Social Service (evening attendance),1,19,1,115,no,female,no,24,10.8,1.4,1.74,Dropout
single,1,Management,1,38,19,126.8,no,female,no,20,15.5,2.8,-4.06,Graduate
single,1,Nursing,1,1,19,116.7,no,female,yes,18,15.5,2.8,-4.06,Dropout
single,6,Oral Hygiene,1,19,38,128.5,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,4,Nursing,1,37,37,127.5,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Nursing,1,19,37,117.5,no,male,no,19,9.4,-0.8,-3.12,Enrolled
single,3,Nursing,1,1,1,148.8,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,4,Nursing,1,12,1,120.2,no,female,yes,19,12.4,0.5,1.79,Enrolled
single,4,Nursing,1,38,37,127.3,no,female,no,18,10.8,1.4,1.74,Graduate
single,2,Animation and Multimedia Design,1,19,37,136.1,no,female,yes,18,12.7,3.7,-1.7,Enrolled
single,2,Advertising and Marketing Management,1,3,3,122.4,no,female,no,19,12.7,3.7,-1.7,Enrolled
single,0,Agronomy,3,1,37,130,no,female,no,23,15.5,2.8,-4.06,Graduate
single,2,Social Service,1,19,19,121.7,no,female,yes,21,13.9,-0.3,0.79,Graduate
single,3,Nursing,1,38,38,122.7,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,1,Basic Education,1,34,37,129.2,no,female,no,20,10.8,1.4,1.74,Dropout
single,1,Journalism and Communication,1,19,37,105,no,female,no,23,16.2,0.3,-0.92,Enrolled
single,1,Social Service,1,37,37,129.9,no,female,no,20,10.8,1.4,1.74,Enrolled
single,1,Communication Design,1,37,37,136.3,no,female,yes,18,13.9,-0.3,0.79,Graduate
single,1,Social Service (evening attendance),1,37,37,114.9,no,female,no,29,9.4,-0.8,-3.12,Graduate
single,1,Journalism and Communication,9,38,1,102,no,male,no,28,7.6,2.6,0.32,Dropout
single,3,Advertising and Marketing Management,1,37,37,111.3,no,male,no,19,9.4,-0.8,-3.12,Enrolled
single,1,Advertising and Marketing Management,1,19,19,130.9,no,male,no,24,10.8,1.4,1.74,Dropout
single,1,Animation and Multimedia Design,1,37,37,100,no,male,yes,33,15.5,2.8,-4.06,Dropout
single,1,Management,1,19,37,112.9,no,male,no,19,9.4,-0.8,-3.12,Dropout
